,Date/Time,temp_amb,Environment:Site Wind Speed [m/s](TimeStep),solar,occ,LIVING_UNIT1:Space People Occupant Count [](TimeStep),temp_room,Int_cov,Sur_cov,LIVING_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),Eng_stg,LIVING_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),ATTIC_UNIT1:Zone Mean Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Mean Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),heating,cooling,LIVING_UNIT1:Zone Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep) ,Time,day_sin,day_cos,phvac
2023-07-30 02:30:00, 07/30  02:45:00,73.265,5.2,0.0,3.0,3.0,71.32910091849558,292.0313583310091,1032.4058749984574,0.0,0.0,-1356.5193245519845,0.0,-31.4648040333824,0.0,21.01591702851904,0.0,227.03402980457545,0.0,0.0,0.0,0.0,194.3638658667959,0.0,18.988567808692817,0.0,-1.1433958815471867,0.0,0.0,0.0,0.0,-1.195433241532836,0.0,0.0,1356.4792138413725,21.849500510275327,21.0,24.0,0.0,0.0,21.01591702851904,21.0,24.0,0.0,0.0,18.988567808692817,21.0,24.0,2023-07-30 02:30:00,0.6087614290087205,0.7933533402912353,-1356.4792138413725
2023-07-30 02:45:00, 07/30  03:00:00,73.04,5.2,0.0,3.0,3.0,71.2657573162956,292.63724599241783,1009.0256965480512,0.0,0.0,-1351.1949084153143,0.0,-49.07004902215505,0.0,20.27972079748696,0.0,223.0448092970818,0.0,0.0,-366.2475178806924,0.0,-55.82401684948163,0.0,18.98139310813786,0.0,-1.61458670847083,0.0,0.0,0.0,0.0,-1.6945485112314391,0.0,0.0,1351.1322791810398,21.814309620164227,21.0,24.0,0.0,366.2475178806923,20.27972079748696,21.0,24.0,0.0,0.0,18.98139310813786,21.0,24.0,2023-07-30 02:45:00,0.6593458151000688,0.7518398074789774,-1351.1322791810398
2023-07-30 03:00:00, 07/30  03:15:00,72.77,4.925000000000001,0.0,3.0,3.0,71.17764581857983,292.38494397049294,991.1051885981252,0.0,0.0,-1343.784546417326,0.0,-57.59811978020442,0.0,21.274682069004925,0.0,127.30936619224028,0.0,0.0,0.0,0.0,108.65121600918484,0.0,18.970543478799,0.0,-1.889381068243186,0.0,0.0,0.0,0.0,-1.7832693110862536,0.0,0.0,1343.730572632424,21.76535878809991,21.0,24.0,0.0,0.0,21.274682069004925,21.0,24.0,0.0,0.0,18.970543478799,21.0,24.0,2023-07-30 03:00:00,0.7071067811865475,0.7071067811865476,-1343.730572632424
2023-07-30 03:15:00, 07/30  03:30:00,72.5,4.65,0.0,3.0,3.0,71.08923616940388,293.1225052805464,974.9282588607794,0.0,0.0,-1336.337982024439,0.0,-63.1434857567309,0.0,20.246460241361653,0.0,182.73486021271944,0.0,0.0,-364.57415753307714,0.0,-84.60444863766651,0.0,18.95955042913645,0.0,-2.154508680761806,0.0,0.0,0.0,0.0,-1.9869258627741344,0.0,0.0,1336.2721384914687,21.71624231633549,21.0,24.0,0.0,364.57415753307714,20.246460241361653,21.0,24.0,0.0,0.0,18.95955042913645,21.0,24.0,2023-07-30 03:15:00,0.7518398074789773,0.659345815100069,-1336.2721384914687
2023-07-30 03:30:00, 07/30  03:45:00,72.23,4.375,0.0,3.0,3.0,70.9343673675184,293.6779050733453,984.6145658886952,0.0,0.0,-1323.3402218802153,0.0,-51.55155066821621,0.0,20.807954751520683,0.0,204.49374616231896,0.0,0.0,0.0,0.0,121.88410380518395,0.0,18.93912040611112,0.0,-1.5920142806540756,0.0,0.0,0.0,0.0,-1.762994608407196,0.0,0.0,1323.29055360664,21.63020409306578,21.0,24.0,0.0,0.0,20.807954751520683,21.0,24.0,0.0,0.0,18.93912040611112,21.0,24.0,2023-07-30 03:30:00,0.7933533402912352,0.6087614290087207,-1323.29055360664
2023-07-30 03:45:00, 07/30  04:00:00,71.96,4.1,0.0,3.0,3.0,70.86040562583439,294.65868044704825,962.0085114959776,0.0,0.0,-1317.1110002895284,0.0,-63.84867812104971,0.0,21.15002953577365,0.0,72.67177042863268,0.0,0.0,0.0,0.0,75.51239924752252,0.0,18.928649479154885,0.0,-2.1633562669668382,0.0,0.0,0.0,0.0,-2.245822956189205,0.0,0.0,1317.0648257577109,21.589114236574662,21.0,24.0,0.0,0.0,21.15002953577365,21.0,24.0,0.0,0.0,18.928649479154885,21.0,24.0,2023-07-30 03:45:00,0.8314696123025451,0.5555702330196024,-1317.0648257577109
2023-07-30 04:00:00, 07/30  04:15:00,71.96,3.975,0.0,3.0,3.0,70.73384994969672,302.6775836153067,968.536316327822,0.0,0.0,-1306.524157756395,0.0,-37.86775487407408,0.0,20.361397009109268,0.0,196.36617660711025,0.0,0.0,-370.356701544288,0.0,-151.85191878859698,0.0,18.90734219141759,0.0,-1.780867974833947,0.0,0.0,0.0,0.0,-1.8212880436867769,0.0,0.0,1306.4776424633428,21.518805527609285,21.0,24.0,0.0,370.356701544288,20.361397009109268,21.0,24.0,0.0,0.0,18.90734219141759,21.0,24.0,2023-07-30 04:00:00,0.8660254037844386,0.5000000000000001,-1306.4776424633428
2023-07-30 04:15:00, 07/30  04:30:00,71.96,3.85,0.0,3.0,3.0,70.62726605352648,303.3931212559588,967.9157363829404,0.0,0.0,-1297.649780732482,0.0,-38.569324507581726,0.0,20.617605184095336,0.0,153.31365016230572,0.0,0.0,0.0,0.0,26.05420321371052,0.0,18.88702635499829,0.0,-1.4518460873987529,0.0,0.0,0.0,0.0,-1.8577807298719613,0.0,0.0,1297.5073241513414,21.45959225195916,21.0,24.0,0.0,0.0,20.617605184095336,21.0,24.0,0.0,0.0,18.88702635499829,21.0,24.0,2023-07-30 04:15:00,0.8968727415326883,0.4422886902190014,-1297.5073241513414
2023-07-30 04:30:00, 07/30  04:45:00,71.96,3.725,0.0,3.0,3.0,70.57927317405776,303.9225713122872,940.7723261611592,0.0,0.0,-1293.6112937204257,0.0,-47.60464155834679,0.0,21.01017058130281,0.0,54.2353432067452,0.0,0.0,0.0,0.0,67.24025478135076,0.0,18.87785786306185,0.0,-2.3325828587478608,0.0,0.0,0.0,0.0,-2.301566636156791,0.0,0.0,1293.560885547478,21.4329295411432,21.0,24.0,0.0,0.0,21.01017058130281,21.0,24.0,0.0,0.0,18.87785786306185,21.0,24.0,2023-07-30 04:30:00,0.9238795325112868,0.3826834323650898,-1293.560885547478
2023-07-30 04:45:00, 07/30  05:00:00,71.96,3.6,3.5,3.0,3.0,70.49984272557461,304.45517409297366,969.58533072171,0.0,0.0,-1287.0281785415482,0.0,-21.369520330545363,0.0,21.36431031412388,0.0,16.246898798089145,0.0,0.0,0.0,0.0,25.8817569293632,0.0,18.856744075791525,0.0,-1.5855318683942108,0.0,0.0,0.0,0.0,-1.7739435526173015,0.0,0.0,1286.963351632498,21.38880151420812,21.0,24.0,0.0,0.0,21.36431031412388,21.0,24.0,0.0,0.0,18.856744075791525,21.0,24.0,2023-07-30 04:45:00,0.9469301294951056,0.3214394653031617,-1286.963351632498
2023-07-30 05:00:00, 07/30  05:15:00,71.96,3.6,5.25,3.0,3.0,70.48277547668694,325.6507661326001,976.3909184578612,0.0,0.0,-1285.7794007702482,0.0,-6.17653766592745,0.0,21.60566072612879,0.0,16.240083628829638,0.0,0.0,0.0,0.0,24.45502416326098,0.0,18.84057613664269,0.0,-0.7373761553326634,0.0,0.0,0.0,0.0,-1.478349044926918,0.0,0.0,1285.6189522063569,21.37931970927052,21.0,24.0,0.0,0.0,21.60566072612879,21.0,24.0,0.0,0.0,18.84057613664269,21.0,24.0,2023-07-30 05:00:00,0.9659258262890682,0.2588190451025209,-1285.6189522063569
2023-07-30 05:15:00, 07/30  05:30:00,71.96,3.6,7.0,3.0,3.0,70.49024488288275,325.699216162918,964.0206595099957,0.0,0.0,-1286.4947044239425,0.0,2.256856055147863,0.0,20.517147150690896,0.0,208.6026743397152,0.0,0.0,-378.1925931053391,0.0,-158.77424230481176,0.0,18.83664580357661,0.0,-0.911032405467878,0.0,0.0,0.0,0.0,-1.0359934499340109,0.0,0.0,1286.455875208119,21.383469379379303,21.0,24.0,0.0,378.1925931053391,20.517147150690896,21.0,24.0,0.0,0.0,18.83664580357661,21.0,24.0,2023-07-30 05:15:00,0.9807852804032304,0.1950903220161283,-1286.455875208119
2023-07-30 05:30:00, 07/30  05:45:00,71.96,3.6,17.75,3.0,3.0,70.51934590045799,325.6279782041194,977.5266712170832,0.0,0.0,-1289.0999593411727,0.0,10.536141650112896,0.0,20.32022039914956,0.0,469.1357125453898,0.0,0.0,-368.2850793472264,0.0,-20.050992692715703,0.0,18.83271874357933,0.0,-0.7321970393127044,0.0,0.0,0.0,0.0,-0.3592646910344604,0.0,0.0,1289.0525691047112,21.39963661136555,21.0,24.0,0.0,368.28507934722654,20.32022039914956,21.0,24.0,0.0,0.0,18.83271874357933,21.0,24.0,2023-07-30 05:30:00,0.9914448613738104,0.1305261922200517,-1289.0525691047112
2023-07-30 05:45:00, 07/30  06:00:00,71.96,3.6,28.5,3.0,3.0,70.56088523601959,325.4510422037322,994.3087782296282,0.0,0.0,-1292.7301813619308,0.0,26.67922931566597,0.0,21.44844114641266,0.0,159.35709732853965,0.0,0.0,0.0,0.0,154.6570764944221,0.0,18.831098450441942,0.0,-0.32595080134473,0.0,0.0,0.0,0.0,-0.3483859087209852,0.0,0.0,1292.6887524630315,21.42271402001088,21.0,24.0,0.0,0.0,21.44844114641266,21.0,24.0,0.0,0.0,18.831098450441942,21.0,24.0,2023-07-30 05:45:00,0.9978589232386036,0.0654031292301432,-1292.6887524630315
2023-07-30 06:00:00, 07/30  06:15:00,71.96,3.6,39.25,3.0,3.0,70.66396659235798,336.998393249118,1008.6560817656313,0.0,0.0,-1301.7329728250315,0.0,42.85595704888575,0.0,22.271759254600347,0.0,61.60919454987511,0.0,0.0,0.0,0.0,58.50262810166238,0.0,18.832882919178186,0.0,0.5096082548300938,0.0,0.0,0.0,0.0,0.4484182195348808,0.0,0.0,1301.697204420468,21.47998144019888,21.0,24.0,0.0,0.0,22.271759254600347,21.0,24.0,0.0,0.0,18.832882919178186,21.0,24.0,2023-07-30 06:00:00,1.0,6.123233995736766e-17,-1301.697204420468
2023-07-30 06:15:00, 07/30  06:30:00,71.96,3.6,50.0,3.0,3.0,71.52953139082223,336.19169227486003,697.2692731649363,0.0,0.0,-458.54519136721785,0.0,453.56135835609126,0.0,21.521154293477853,0.0,341.4466841907663,0.0,0.0,-428.7048495791242,0.0,-50.64995326824254,0.0,18.84050486089154,0.0,1.2621042659090582,0.0,0.0,0.0,0.0,1.0575624004595578,0.0,0.0,458.51980720136345,21.960850772679017,21.0,24.0,0.0,428.7048495791244,21.521154293477853,21.0,24.0,0.0,0.0,18.84050486089154,21.0,24.0,2023-07-30 06:15:00,0.9978589232386036,-0.0654031292301429,-458.51980720136345
2023-07-30 06:30:00, 07/30  06:45:00,71.96,3.6,46.75,3.0,3.0,72.49865975693338,328.1143392505475,353.25182375970223,0.0,0.0,0.0,0.0,663.8595852124267,0.0,20.46964714523165,0.0,984.2347104921936,0.0,0.0,-1127.4085102261488,0.0,-157.95364391639424,0.0,18.85284431752094,0.0,2.0756224592535464,0.0,0.0,0.0,0.0,2.0099734875751825,0.0,0.0,0.0,22.499255420518544,21.0,24.0,0.0,1127.4085102261488,20.46964714523165,21.0,24.0,0.0,0.0,18.85284431752094,21.0,24.0,2023-07-30 06:30:00,0.9914448613738104,-0.1305261922200513,0.0
2023-07-30 06:45:00, 07/30  07:00:00,71.96,3.6,43.5,3.0,3.0,73.27099398012687,318.8688341938198,156.65975793186695,0.0,0.0,-508.1980860611516,0.0,28.50940609978266,0.0,21.594388587567792,0.0,611.3284973310266,0.0,0.0,-432.3893148464522,0.0,188.738425469992,0.0,18.874842219462124,0.0,1.957480191116917,0.0,0.0,0.0,0.0,1.9665243422315049,0.0,0.0,508.1829847549251,22.928329988959376,21.0,24.0,0.0,432.3893148464522,21.594388587567792,21.0,24.0,0.0,0.0,18.874842219462124,21.0,24.0,2023-07-30 06:45:00,0.9807852804032304,-0.1950903220161279,-508.1829847549251
2023-07-30 07:00:00, 07/30  07:15:00,72.725,3.85,40.25,2.6493,2.6493,72.24596479847669,292.7580765543182,562.564332818487,0.0,0.0,-1437.240773073725,0.0,-453.5830213427984,0.0,20.39280704802411,0.0,974.9742743700252,0.0,0.0,-1115.8108834796576,0.0,-118.41765853257286,0.0,18.88818473362826,0.0,2.704198173781182,0.0,0.0,0.0,0.0,2.7289438109170385,0.0,0.0,1437.1794208063989,22.358869332487053,21.0,24.0,0.0,1115.8108834796576,20.39280704802411,21.0,24.0,0.0,0.0,18.88818473362826,21.0,24.0,2023-07-30 07:00:00,0.9659258262890684,-0.2588190451025206,-1437.1794208063989
2023-07-30 07:15:00, 07/30  07:30:00,73.49000000000001,4.1,37.0,2.6493,2.6493,71.1915238724786,302.1178605712996,1251.868151332559,0.0,0.0,-2245.6485285848885,0.0,-700.308800824313,0.0,21.876351047282224,0.0,617.1598004845796,0.0,0.0,-446.57503073841247,0.0,159.4072625755219,0.0,18.906055528955108,0.0,3.084629984889204,0.0,0.0,0.0,0.0,2.999297745656202,0.0,0.0,2245.566056692669,21.77306881804367,21.0,24.0,0.0,446.5750307384126,21.876351047282224,21.0,24.0,0.0,0.0,18.906055528955108,21.0,24.0,2023-07-30 07:15:00,0.9469301294951056,-0.3214394653031613,-2245.566056692669
2023-07-30 07:30:00, 07/30  07:45:00,74.255,4.35,71.25,2.6493,2.6493,72.36322146310886,309.39437436095807,793.1257962546305,0.0,0.0,-482.4926826320095,0.0,478.2431940704095,0.0,20.66228754472003,0.0,1020.6794726511944,0.0,0.0,-1156.4841039689131,0.0,-106.29361698818906,0.0,18.9250210616912,0.0,3.486380671413853,0.0,0.0,0.0,0.0,3.3499869958617463,0.0,0.0,482.4704923330591,22.42401192394936,21.0,24.0,0.0,1156.4841039689131,20.66228754472003,21.0,24.0,0.0,0.0,18.9250210616912,21.0,24.0,2023-07-30 07:30:00,0.9238795325112868,-0.3826834323650895,-482.4704923330591
2023-07-30 07:45:00, 07/30  08:00:00,75.02,4.6,105.5,2.6493,2.6493,73.4395674548919,295.1097775395244,458.74488502204247,0.0,0.0,0.0,0.0,747.8119718915426,0.0,22.626075453864747,0.0,716.1449151475306,0.0,0.0,-484.2941563263353,0.0,223.1158605035779,0.0,18.95046863338668,0.0,4.146211660784148,0.0,0.0,0.0,0.0,4.119619879011582,0.0,0.0,0.0,23.02198191938439,21.0,24.000000000000004,0.0,484.2941563263354,22.626075453864747,21.0,24.000000000000004,0.0,0.0,18.95046863338668,21.0,24.000000000000004,2023-07-30 07:45:00,0.8968727415326884,-0.4422886902190011,0.0
2023-07-30 08:00:00, 07/30  08:15:00,75.785,4.475,139.75,1.22583,1.22583,74.08151424213594,157.59242446449247,391.7870613345111,0.0,0.0,0.0,0.0,535.8962845475572,0.0,21.75516893611071,0.0,1242.7819459998807,0.0,0.0,-1321.434838235952,0.0,-40.63556589340492,0.0,18.98305491507313,0.0,5.655179269962135,0.0,0.0,0.0,0.0,5.455523716069624,0.0,0.0,0.0,23.378619023408856,21.0,24.0,0.0,1321.4348382359517,21.75516893611071,21.0,24.0,0.0,0.0,18.98305491507313,21.0,24.0,2023-07-30 08:00:00,0.8660254037844387,-0.4999999999999998,0.0
