,Date/Time,temp_amb,Environment:Site Wind Speed [m/s](TimeStep),solar,occ,LIVING_UNIT1:Space People Occupant Count [](TimeStep),temp_room,LIVING_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),LIVING_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),ATTIC_UNIT1:Zone Mean Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Mean Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Internal Convective Heat Gain Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Surface Convection Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Interzone Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Outdoor Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance System Air Transfer Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance System Convective Heat Gain Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Air Energy Storage Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Heat Balance Deviation Rate [W](TimeStep),heating,cooling,LIVING_UNIT1:Zone Air Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),LIVING_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),ATTIC_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),ATTIC_UNIT1:Zone Air Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),ATTIC_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Heating Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air System Sensible Cooling Rate [W](TimeStep),CRAWLSPACE_UNIT1:Zone Air Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),CRAWLSPACE_UNIT1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep) ,Time,day_sin,day_cos,phvac
2023-05-31 02:30:00, 05/31  02:45:00,62.285,0.0,0.0,3.0,3.0,70.60945115945485,296.88761633135914,880.2737895863987,0.0,0.0,-1294.7632296095742,0.0,-118.52806204995989,0.0,20.094269925943085,0.0,-1950.581534520224,0.0,0.0,2249.751107366991,0.0,276.9224556548179,0.0,19.15353699719276,0.0,-51.0270688241294,0.0,0.0,0.0,0.0,-52.356499025786185,0.0,0.0,1294.7335639964208,21.44969508858604,21.000000000000007,24.000000000000007,2249.751107366991,0.0,20.094269925943088,21.000000000000007,24.000000000000007,0.0,0.0,19.15353699719276,21.000000000000007,24.000000000000007,2023-05-31 02:30:00,0.6087614290087205,0.7933533402912353,-1294.7335639964208
2023-05-31 02:45:00, 05/31  03:00:00,62.06,0.0,0.0,3.0,3.0,70.41802628953606,298.17619708090325,859.6350458366346,0.0,0.0,-1278.560706272865,0.0,-121.55499148022564,0.0,17.383806604694072,0.0,-1198.3552822848194,0.0,0.0,886.2822194725264,0.0,-295.17788157726415,0.0,18.94727195134555,0.0,-34.44460329498942,0.0,0.0,0.0,0.0,-35.180240762164864,0.0,0.0,1278.5352054112775,21.34334793863118,21.00000000000003,24.00000000000004,886.2822194725264,0.0,17.383806604694097,21.00000000000003,24.00000000000004,0.0,0.0,18.947271951345577,21.00000000000003,24.00000000000004,2023-05-31 02:45:00,0.6593458151000688,0.7518398074789774,-1278.5352054112775
2023-05-31 03:00:00, 05/31  03:15:00,61.79,0.0,0.0,3.0,3.0,70.2209680040902,298.77267312117084,839.7205098861416,0.0,0.0,-1261.8757825742027,0.0,-124.12428785794025,0.0,19.932026178659275,0.0,-1966.797541095903,0.0,0.0,2274.2388747089217,0.0,288.19520890217814,0.0,21.4357866533424,0.0,-331.7833558100368,0.0,0.0,682.4244512141815,0.0,340.7653732102663,0.0,0.0,1261.8537153600544,21.23387111338344,21.0,24.0,2274.2388747089217,0.0,19.932026178659275,21.0,24.0,682.4244512141813,0.0,21.4357866533424,21.0,24.0,2023-05-31 03:00:00,0.7071067811865475,0.7071067811865476,-1261.8537153600544
2023-05-31 03:15:00, 05/31  03:30:00,61.52,0.0,0.0,3.0,3.0,70.02388120527135,300.12314190785634,820.1882334843169,0.0,0.0,-1245.1839887224985,0.0,-125.84933186372812,0.0,17.2043380283179,0.0,-1209.621271180561,0.0,0.0,895.3114010117462,0.0,-297.42114605642115,0.0,20.53094368547869,0.0,-81.44186136904058,0.0,0.0,0.0,0.0,-65.56182302058788,0.0,0.0,1245.1597926902791,21.124378447372965,21.0,24.0,895.311401011746,0.0,17.204338028317895,21.0,24.0,0.0,0.0,20.53094368547869,21.0,24.0,2023-05-31 03:15:00,0.7518398074789773,0.659345815100069,-1245.1597926902791
2023-05-31 03:30:00, 05/31  03:45:00,61.25,0.0,0.0,3.0,3.0,69.8270938076773,301.4432435499525,800.6396110019775,0.0,0.0,-1228.5131419820996,0.0,-127.5593361207806,0.0,19.780678037081028,0.0,-1994.651271719919,0.0,0.0,2297.082146888271,0.0,279.7490998969026,0.0,19.799387162342448,0.0,-116.71152812533728,0.0,0.0,0.0,0.0,-119.93192188441104,0.0,0.0,1228.486207680997,21.01505211537628,21.000000000000007,24.000000000000007,2297.082146888271,0.0,19.780678037081035,21.000000000000007,24.000000000000007,0.0,0.0,19.79938716234245,21.000000000000007,24.000000000000007,2023-05-31 03:30:00,0.7933533402912352,0.6087614290087207,-1228.486207680997
2023-05-31 03:45:00, 05/31  04:00:00,60.98,0.0,0.0,3.0,3.0,69.62802362977146,302.7522340704462,782.5836518251579,0.0,0.0,-1211.6462136944926,0.0,-127.20762273599948,0.0,17.016924383953942,0.0,-1223.2615319120137,0.0,0.0,904.7403041214618,0.0,-301.4615997316632,0.0,19.34093092566778,0.0,-77.20848201292252,0.0,0.0,0.0,0.0,-79.25365754402229,0.0,0.0,1211.623102941423,20.90445757209529,21.00000000000003,24.00000000000004,904.7403041214618,0.0,17.016924383953967,21.00000000000003,24.00000000000004,0.0,0.0,19.34093092566781,21.00000000000003,24.00000000000004,2023-05-31 03:45:00,0.8314696123025451,0.5555702330196024,-1211.623102941423
2023-05-31 04:00:00, 05/31  04:15:00,60.98,0.0,0.0,3.0,3.0,70.20461152364342,311.44361941977724,448.9789924730254,0.0,0.0,-420.2791204388327,0.0,319.6676138167938,0.0,19.63113370254541,0.0,-2012.6399781365608,0.0,0.0,2319.6531669289147,0.0,284.00222633337324,0.0,19.034480300464384,0.0,-52.8251477074826,0.0,0.0,0.0,0.0,-54.0286149747337,0.0,0.0,420.2697553330232,21.2247841798019,21.0,24.0,2319.6531669289147,0.0,19.63113370254541,21.0,24.0,0.0,0.0,19.034480300464384,21.0,24.0,2023-05-31 04:00:00,0.8660254037844386,0.5000000000000001,-420.2697553330232
2023-05-31 04:15:00, 05/31  04:30:00,60.98,0.0,0.0,3.0,3.0,70.85130500085567,304.49259485393213,130.74096830377488,0.0,0.0,0.0,0.0,430.3646220024471,0.0,16.920073059150738,0.0,-1221.3299968195076,0.0,0.0,909.6129576612602,0.0,-294.3109792803519,0.0,18.81951765730256,0.0,-36.09679678131778,0.0,0.0,0.0,0.0,-36.78175549117424,0.0,0.0,0.0,21.58405833380871,21.0,24.0,909.6129576612602,0.0,16.920073059150734,21.0,24.0,0.0,0.0,18.81951765730255,21.0,24.0,2023-05-31 04:15:00,0.8968727415326883,0.4422886902190014,0.0
2023-05-31 04:30:00, 05/31  04:45:00,60.98,0.0,73.25,3.0,3.0,70.84712921286503,299.2151233765589,162.62335590269,0.0,0.0,-438.5861937834426,0.0,36.80195574058144,0.0,19.70651930820297,0.0,-1970.0462619454177,0.0,0.0,2308.275069447947,0.0,318.65611594362684,0.0,21.35976644643047,0.0,-326.0627843690791,0.0,0.0,686.2490775789566,0.0,349.7140267534561,0.0,0.0,438.5779325060362,21.58173845159169,21.000000000000007,24.000000000000007,2308.2750694479464,0.0,19.70651930820297,21.000000000000007,24.000000000000007,686.2490775789564,0.0,21.35976644643048,21.000000000000007,24.000000000000007,2023-05-31 04:30:00,0.9238795325112868,0.3826834323650898,-438.5779325060362
2023-05-31 04:45:00, 05/31  05:00:00,60.98,0.0,113.5,3.0,3.0,70.2712353377509,302.2483658406147,609.9904888520634,0.0,0.0,-1266.793884244077,0.0,-335.51440701369194,0.0,17.495981709233746,0.0,-1116.853216367815,0.0,0.0,880.6386165448079,0.0,-214.7984173841271,0.0,20.44330730688017,0.0,-73.98982058265585,0.0,0.0,0.0,0.0,-52.93488864812432,0.0,0.0,1266.7601267548937,21.26179740986161,21.0,24.000000000000004,880.6386165448077,0.0,17.495981709233746,21.0,24.000000000000004,0.0,0.0,20.44330730688017,21.0,24.000000000000004,2023-05-31 04:45:00,0.9469301294951056,0.3214394653031617,-1266.7601267548937
2023-05-31 05:00:00, 05/31  05:15:00,61.745000000000005,0.0,153.75,3.0,3.0,70.18567592432831,329.4723860574845,858.3917465489537,0.0,0.0,-1259.60084046443,0.0,-82.60621651792565,0.0,20.716366129391364,0.0,-1758.3643088533129,0.0,0.0,2155.856905899297,0.0,380.5191218064368,0.0,19.721220012094943,0.0,-113.06520124322006,0.0,0.0,0.0,0.0,-115.44529130815188,0.0,0.0,1259.5781222464284,21.214264402404616,21.0,24.0,2155.856905899297,0.0,20.716366129391364,21.0,24.0,0.0,0.0,19.721220012094943,21.0,24.0,2023-05-31 05:00:00,0.9659258262890682,0.2588190451025209,-1259.5781222464284
2023-05-31 05:15:00, 05/31  05:30:00,62.510000000000005,0.0,194.0,3.0,3.0,70.2123669501457,328.17850901691736,942.0370201663898,0.0,0.0,-1261.9575422858445,0.0,1.6119768806350967,0.0,19.250806337827736,0.0,-917.4972146571956,0.0,0.0,792.3522409518969,0.0,-67.19513818297418,0.0,19.35410463171459,0.0,-76.5404482037676,0.0,0.0,0.0,0.0,-79.18642177768612,0.0,0.0,1261.908651834171,21.22909275008094,21.0,24.0,792.3522409518969,0.0,19.250806337827736,21.0,24.0,0.0,0.0,19.35410463171459,21.0,24.0,2023-05-31 05:15:00,0.9807852804032304,0.1950903220161283,-1261.908651834171
2023-05-31 05:30:00, 05/31  05:45:00,63.275,0.0,264.25,3.0,3.0,70.34577447400562,327.48365088804275,1026.7631576048575,0.0,0.0,-1273.4002938847066,0.0,71.37371683783786,0.0,19.950552910346783,0.0,-595.9863499265928,0.0,0.0,757.1475329060754,0.0,11.979453327671404,0.0,19.092165826415524,0.0,-62.12522077299288,0.0,0.0,0.0,0.0,-53.39569123224835,0.0,0.0,1273.339149507496,21.30320804111424,21.0,24.0,757.1475329060754,0.0,19.950552910346783,21.0,24.0,0.0,0.0,19.092165826415524,21.0,24.0,2023-05-31 05:30:00,0.9914448613738104,0.1305261922200517,-1273.339149507496
2023-05-31 05:45:00, 05/31  06:00:00,64.04,0.0,334.5,3.0,3.0,70.6104954036235,326.28658981458074,1092.3452080586826,0.0,0.0,-1296.0947651269453,0.0,95.84290293067627,0.0,19.922792213602364,0.0,-138.18238732072265,0.0,0.0,0.0,0.0,-2.831108526106376,0.0,18.850715197857067,0.0,-23.730338108538387,0.0,0.0,0.0,0.0,-22.09301721252104,0.0,0.0,1296.000813161457,21.45027522423528,21.0,24.0,0.0,0.0,19.922792213602364,21.0,24.0,0.0,0.0,18.850715197857067,21.0,24.0,2023-05-31 05:45:00,0.9978589232386036,0.0654031292301432,-1296.000813161457
2023-05-31 06:00:00, 05/31  06:15:00,65.525,0.0,404.75,3.0,3.0,70.88209495209132,336.82995433330274,1186.744388915391,0.0,0.0,-1319.3249856237762,0.0,192.3998206363369,0.0,20.46036691628557,0.0,108.99691039003808,0.0,0.0,0.0,0.0,73.38795045953162,0.0,18.81621392499971,0.0,-15.851908586288385,0.0,0.0,0.0,0.0,-18.06981491392633,0.0,0.0,1319.253552221511,21.601163862272955,21.0,24.0,0.0,0.0,20.46036691628557,21.0,24.0,0.0,0.0,18.81621392499971,21.0,24.0,2023-05-31 06:00:00,1.0,6.123233995736766e-17,-1319.253552221511
2023-05-31 06:15:00, 05/31  06:30:00,67.01,0.0,475.0,3.0,3.0,71.24953992661904,334.0952324326056,1241.5917765355834,0.0,0.0,-1350.756026805191,0.0,224.60353961784529,0.0,21.910901434421376,0.0,234.04066201957465,0.0,0.0,0.0,0.0,232.0057081204897,0.0,21.48947791739421,0.0,-297.87986459307496,0.0,0.0,679.7232085789364,0.0,372.6241670163475,0.0,0.0,1350.7306373330057,21.80529995923281,21.000000000000018,24.00000000000001,0.0,0.0,21.91090143442139,21.000000000000018,24.00000000000001,679.7232085789362,0.0,21.48947791739424,21.000000000000018,24.00000000000001,2023-05-31 06:15:00,0.9978589232386036,-0.0654031292301429,-1350.7306373330057
2023-05-31 06:30:00, 05/31  06:45:00,68.495,0.0,497.75,3.0,3.0,71.5798076096224,330.8831019736265,1286.5303172919653,0.0,0.0,-1379.0071826719563,0.0,235.6578539754956,0.0,22.15081052791362,0.0,536.7541594294523,0.0,0.0,-460.38326684202434,0.0,96.28121207057744,0.0,20.659307257880062,0.0,-49.97935873050499,0.0,0.0,0.0,0.0,-5.280742828952272,0.0,0.0,1378.9449917898078,21.98878200534579,21.000000000000007,24.000000000000007,0.0,460.38326684202417,22.150810527913627,21.000000000000007,24.000000000000007,0.0,0.0,20.65930725788008,21.000000000000007,24.000000000000007,2023-05-31 06:30:00,0.9914448613738104,-0.1305261922200513,-1378.9449917898078
2023-05-31 06:45:00, 05/31  07:00:00,69.98,0.0,520.5,3.0,3.0,72.84291533712934,328.73610597282146,930.3462895737908,0.0,0.0,-495.60058509885886,0.0,751.0450918881606,0.0,25.767671679495272,0.0,474.4521637499614,0.0,0.0,0.0,0.0,472.1553302479494,0.0,20.046013069200047,0.0,-93.89347166820812,0.0,0.0,0.0,0.0,-95.63715134903948,0.0,0.0,495.5924364001066,22.690508520627457,21.00000000000005,24.000000000000057,0.0,0.0,25.767671679495333,21.00000000000005,24.000000000000057,0.0,0.0,20.04601306920009,21.00000000000005,24.000000000000057,2023-05-31 06:45:00,0.9807852804032304,-0.1950903220161279,-495.5924364001066
2023-05-31 07:00:00, 05/31  07:15:00,70.745,0.0,543.25,2.6493,2.6493,74.18136140163276,290.1508762801386,591.7540626878421,0.0,0.0,0.0,0.0,876.5511825128326,0.0,28.519528165013742,0.0,434.3052326513017,0.0,0.0,0.0,0.0,442.2785156708989,0.0,19.655023959984987,0.0,-57.5711686343631,0.0,0.0,0.0,0.0,-59.02080188206593,0.0,0.0,0.0,23.434089667573744,21.0,24.000000000000004,0.0,0.0,28.51952816501374,21.0,24.000000000000004,0.0,0.0,19.655023959984984,21.0,24.000000000000004,2023-05-31 07:00:00,0.9659258262890684,-0.2588190451025206,0.0
2023-05-31 07:15:00, 05/31  07:30:00,71.51,0.0,566.0,2.6493,2.6493,75.17649200749753,279.7826949451104,499.007190679059,0.0,0.0,0.0,0.0,760.208914986249,0.0,28.709514650957303,0.0,884.9365583529985,0.0,0.0,-790.3559639278585,0.0,137.86255577845614,0.0,19.5142800895326,0.0,-29.78416532332888,0.0,0.0,0.0,0.0,-33.59407718874425,0.0,0.0,0.0,23.98694000416529,21.0,24.0,0.0,790.3559639278584,28.709514650957303,21.0,24.0,0.0,0.0,19.514280089532605,21.0,24.0,2023-05-31 07:15:00,0.9469301294951056,-0.3214394653031613,0.0
2023-05-31 07:30:00, 05/31  07:45:00,72.275,0.0,587.0,2.6493,2.6493,75.45523975539834,275.1667936190024,663.3892759906885,0.0,0.0,-569.9050078831146,0.0,362.381351765344,0.0,28.88957754101923,0.0,2480.669764540763,0.0,0.0,-2398.2451373327604,0.0,36.112581533631655,0.0,19.470868634601164,0.0,-17.001750447376637,0.0,0.0,0.0,0.0,-13.549969254354275,0.0,0.0,569.9208621678222,24.14179986411019,21.0,24.0,0.0,2398.2451373327604,28.88957754101923,21.0,24.0,0.0,0.0,19.470868634601164,21.0,24.0,2023-05-31 07:30:00,0.9238795325112868,-0.3826834323650895,-569.9208621678222
